Data_Venda;Produto;Categoria_Produto;Regiao;Canais_Venda;Quantidade;Preco_Unitario;Desconto;Cliente_ID;Cliente_Idade;Cliente_Sexo;Frequencia_Compra;Satisfacao_Cliente;Retorno;NPS;Acoes_Realizadas;KPI_Chave;Receita;Custo;Lucro_Bruto
2024-09-09;Various;Cosméticos;Centro-Oeste;Loja Física;18;205.01;0.04;1beaf9cf-af3c-49d0-a92c-3c3e3957f082;38;F;2;2;0;5;Promoção;CAC;3542.5728;2542.780313234126;999.792486765874
2024-05-18;Themselves;Livros;Norte;Loja Física;7;382.42;0.05;840658d1-c1da-4d39-b735-0626dca8b6fd;54;F;7;5;0;2;Recuperação de Devolução;Receita por Cliente;2543.093;1727.3203983230596;815.7726016769402
2024-05-30;Indeed;Alimentos;Nordeste;Online;8;285.84;0.0;a2521f50-a54e-4c8f-acb3-077a6cef5e55;54;F;6;2;0;8;Recuperação de Devolução;Receita por Cliente;2286.72;1565.8050515003345;720.9149484996653
2024-09-12;Among;Eletrônicos;Nordeste;Loja Física;19;367.93;0.16;aedab7b5-e2aa-45a7-8951-03edfd05a5f5;30;F;7;5;0;8;Fidelidade;Receita por Cliente;5872.1628;4120.063801699379;1752.0989983006211
2024-04-07;Couple;Moda;Centro-Oeste;Online;12;104.49;0.11;31307e46-af79-4546-be51-68dc5690f74d;62;M;3;4;0;7;Up-Sell;Taxa de Retenção;1115.9532;817.0402055443859;298.912994455614
2024-02-29;Enjoy;Livros;Sul;Loja Física;18;211.91;0.04;d7de701d-8eaf-4323-9f65-380029c836e0;54;F;1;1;0;3;Fidelidade;Taxa de Retenção;3661.8048;2562.772293242877;1099.032506757123
2024-08-05;Might;Brinquedos;Norte;Loja Física;10;254.21;0.26;640ca20c-702a-4b67-b7ae-77585b45cf5a;33;F;2;2;0;6;Fidelidade;Receita por Cliente;1881.154;1257.2776993227965;623.8763006772037
2024-09-25;Discussion;Alimentos;Centro-Oeste;Online;15;129.38;0.15;51497435-a9c9-424e-bd72-3837705bacc2;55;F;9;1;0;0;Up-Sell;Receita por Cliente;1649.5949999999998;1053.3681791718525;596.2268208281473
2024-01-05;Career;Eletrônicos;Centro-Oeste;Online;10;498.98;0.1;113c1836-77f4-431b-bde9-d47dd89331ac;42;M;1;5;0;5;Fidelidade;CAC;4490.820000000001;3111.665051020874;1379.1549489791264
2024-06-26;Though;Eletrônicos;Nordeste;Loja Física;19;338.85;0.16;1d010478-c110-412c-b843-1ed6258694b6;63;M;5;5;1;0;Up-Sell;Taxa de Retenção;5408.046;3651.029210664148;1757.0167893358523
2024-10-14;Truth;Eletrônicos;Sul;Loja Física;1;443.05;0.24;efb80c63-f42f-438f-a7e0-8e2fc06bad38;38;M;9;1;0;9;Cross-Sell;CAC;336.718;256.9458181883123;79.77218181168774
2024-01-31;Family;Moda;Nordeste;Loja Física;10;202.55;0.05;b52f6009-76c0-4651-b361-c49764e0dab3;25;M;3;4;0;1;Up-Sell;Receita por Cliente;1924.225;1160.42204534891;763.80295465109
2024-05-10;World;Cosméticos;Sudeste;Loja Física;12;463.17;0.26;5e2d2454-e462-42e7-b5c3-de958a647b9f;64;F;8;2;0;8;Promoção;Taxa de Retenção;4112.9496;2936.9732300702585;1175.9763699297414
2024-10-14;He;Brinquedos;Sudeste;Online;18;133.3;0.18;67f8ab57-0572-4bb5-8bee-2ebdb44788bd;41;M;9;1;0;3;Fidelidade;Taxa de Retenção;1967.5080000000005;1423.869510306091;543.6384896939096
2024-01-18;Front;Cosméticos;Norte;Online;10;87.36;0.18;698eecba-da98-4a57-966a-dfc43513198c;38;M;1;5;0;6;Recuperação de Devolução;Taxa de Retenção;716.3520000000001;571.3475330288001;145.00446697120003
2024-07-30;Learn;Eletrônicos;Sul;Loja Física;1;395.56;0.18;ca6cb87c-dfb8-4708-91d2-125a95e19cb6;23;F;7;2;0;9;Cross-Sell;Taxa de Retenção;324.35920000000004;252.05072585683243;72.30847414316762
2024-04-19;Both;Cosméticos;Sul;Loja Física;17;486.78;0.07;a2251838-35e1-492e-8a74-bec56951743e;25;M;5;2;0;4;Up-Sell;Receita por Cliente;7695.9918;5414.233777061157;2281.758022938843
2024-02-22;Onto;Cosméticos;Norte;Online;11;40.4;0.06;ab341860-fefd-420b-b5ef-aa99010f5ddf;54;M;1;3;0;0;Promoção;CAC;417.73599999999993;274.74625822327675;142.98974177672318
2024-04-03;We;Livros;Centro-Oeste;Online;5;59.0;0.14;e80bb7eb-a499-49cf-87e5-1bbc22e9e671;65;M;6;2;0;3;Recuperação de Devolução;Taxa de Retenção;253.7;152.73678685492925;100.96321314507074
2024-10-22;Feeling;Cosméticos;Nordeste;Online;4;165.77;0.11;8b3e00e7-6151-487e-8f02-7fe87d5d9031;27;F;8;4;0;3;Cross-Sell;Taxa de Retenção;590.1412;382.5036515078477;207.6375484921523
2024-07-06;Poor;Livros;Sul;Loja Física;9;267.72;0.07;9ad73702-140a-442e-90e8-57f88986148f;23;F;2;1;0;5;Up-Sell;CAC;2240.8164;1724.2792634417171;516.537136558283
2024-05-16;Number;Brinquedos;Nordeste;Online;15;355.09;0.17;c095e099-7e24-4205-bb00-d206f8542953;43;M;3;4;0;6;Promoção;Taxa de Retenção;4420.870499999999;3513.050261779472;907.8202382205272
2024-08-24;Story;Eletrônicos;Sudeste;Online;1;478.22;0.26;9df497f1-6b5a-474d-b436-7eaa03ea038f;51;F;1;3;0;0;Cross-Sell;Taxa de Retenção;353.88280000000003;261.9478875998813;91.93491240011872
2024-04-21;Defense;Moda;Centro-Oeste;Loja Física;9;67.73;0.17;156e3ae5-4fe4-4735-9c29-b6dac1d7fbe9;38;M;9;4;0;5;Recuperação de Devolução;Receita por Cliente;505.9431;364.6690340087156;141.27406599128443
2024-09-18;Seek;Livros;Sudeste;Loja Física;8;184.59;0.27;cef980ce-c471-421a-85f2-b928beb9c9e2;18;M;6;2;0;4;Fidelidade;CAC;1078.0056;777.5081177532242;300.4974822467758
2024-05-19;Fine;Brinquedos;Norte;Online;14;140.48;0.22;dd9539fc-f7cd-4b75-9d26-3e763d3703f8;51;M;7;2;0;9;Promoção;CAC;1534.0415999999998;1119.8220278506467;414.2195721493531
2024-08-17;Star;Brinquedos;Centro-Oeste;Online;18;405.64;0.27;f555a628-dd15-4fb4-9680-51b70723b796;37;M;7;2;0;0;Fidelidade;CAC;5330.1096;3199.972999694798;2130.1366003052017
2024-09-03;Letter;Brinquedos;Nordeste;Loja Física;1;90.14;0.06;773b8350-2743-40df-9e15-428a833cf90f;27;M;4;1;0;2;Recuperação de Devolução;Taxa de Retenção;84.7316;57.10839349807808;27.62320650192192
2024-08-29;My;Brinquedos;Sul;Online;12;439.65;0.18;72789d75-97f0-4fcf-9c35-1dc942260a44;20;F;3;5;1;4;Fidelidade;CAC;4326.156;2880.5959103932064;1445.5600896067936
2024-02-21;Point;Eletrônicos;Centro-Oeste;Online;5;389.12;0.11;fb2323e7-d6a2-4379-a0c6-a8a74748f7ea;34;M;5;5;0;5;Recuperação de Devolução;Receita por Cliente;1731.5839999999998;1377.625092664725;353.9589073352752
2024-10-04;Maintain;Moda;Sul;Loja Física;1;443.07;0.22;bef874d7-6251-474d-a1f9-c40838330558;41;M;2;3;0;1;Promoção;Receita por Cliente;345.5946;207.40698865198496;138.18761134801505
2024-04-30;Not;Eletrônicos;Nordeste;Online;11;484.89;0.13;3a724b9f-56fb-4c72-ad6a-1bfc81be81f4;68;M;9;4;0;0;Promoção;Receita por Cliente;4640.3973;3467.6247873055363;1172.772512694463
2024-05-30;Protect;Cosméticos;Norte;Loja Física;15;290.99;0.12;ef82c4d6-438d-48b1-9719-64f8d2fb05ca;43;M;7;5;0;7;Promoção;Taxa de Retenção;3841.068;2615.987717488368;1225.080282511632
2024-10-17;Every;Brinquedos;Sul;Online;19;234.62;0.04;50c6fa8c-27a0-408c-8b44-361f16c7354a;60;M;3;1;0;6;Fidelidade;CAC;4279.4688;2623.1092804592795;1656.3595195407202
2024-06-09;Explain;Moda;Norte;Loja Física;5;247.66;0.11;7c2b940d-9045-4445-958c-d60ea07f7f47;34;F;6;2;0;3;Up-Sell;Taxa de Retenção;1102.087;740.8124910987161;361.2745089012839
2024-09-09;Each;Brinquedos;Norte;Online;4;448.8;0.2;86fe0ded-fe38-484b-b489-362c10345193;35;M;2;3;0;8;Fidelidade;Taxa de Retenção;1436.16;898.4182694424742;537.7417305575259
2024-02-01;Admit;Moda;Nordeste;Online;8;112.25;0.15;62b22fd5-51c6-42e4-af48-744f7abc9f0b;58;M;7;2;0;1;Fidelidade;CAC;763.3;463.6833720288474;299.6166279711526
2024-01-01;By;Alimentos;Sul;Online;9;193.92;0.16;1dd95d4c-0637-4dca-9f46-30adbaaa6300;35;M;7;1;0;2;Up-Sell;Taxa de Retenção;1466.0352;1080.0143693725772;386.0208306274228
2024-08-18;Possible;Livros;Nordeste;Online;14;324.16;0.19;ef89c2e7-aa17-4666-9b6e-83a96f2af3b2;67;F;1;2;0;6;Promoção;CAC;3675.974400000001;2223.732612453649;1452.241787546352
2024-03-15;Step;Cosméticos;Centro-Oeste;Loja Física;6;360.86;0.08;2449213a-c2fa-4184-a232-4672f64e8f4a;55;F;4;1;0;0;Cross-Sell;Receita por Cliente;1991.9472;1199.9346926967926;792.0125073032075
2024-09-28;Seek;Eletrônicos;Centro-Oeste;Loja Física;1;37.62;0.07;b49b93d5-1e70-4e19-87f7-9ee0e299cb48;59;F;8;4;0;5;Recuperação de Devolução;Receita por Cliente;34.9866;23.9727065344274;11.013893465572597
2024-05-09;Bit;Cosméticos;Sudeste;Loja Física;9;489.3;0.29;a11b26b0-0823-4adf-bf75-12c56e05724d;56;M;1;1;0;4;Fidelidade;Taxa de Retenção;3126.6269999999995;1957.6220296527315;1169.004970347268
2024-03-03;Consider;Cosméticos;Sul;Loja Física;16;172.41;0.04;1d8cca3b-6261-4790-83a0-61c445a16970;30;M;7;4;0;0;Up-Sell;Receita por Cliente;2648.2176;1825.219160605382;822.9984393946179
2024-04-02;Significant;Eletrônicos;Nordeste;Loja Física;16;110.97;0.02;9dbdc6ff-5fad-4a0d-8aa8-3cd65804a881;24;F;9;4;0;5;Promoção;CAC;1740.0096;1171.3864054200133;568.6231945799866
2024-03-27;Join;Cosméticos;Nordeste;Online;12;160.51;0.21;bebbe60d-3085-4e6d-a31c-c5d2cd96a6a1;65;M;3;4;0;8;Cross-Sell;Receita por Cliente;1521.6348;944.1066359273552;577.5281640726447
2024-09-04;Energy;Cosméticos;Sul;Loja Física;5;492.54;0.19;0f424ffa-8abb-472c-8aae-0c3ad31224e0;42;F;9;2;0;6;Fidelidade;CAC;1994.7870000000005;1452.088111694199;542.6988883058013
2024-06-23;Discover;Cosméticos;Nordeste;Loja Física;8;337.6;0.11;03927935-8d5f-42c0-83f0-ba7756b8002a;51;F;2;2;0;2;Promoção;Receita por Cliente;2403.712;1754.5762031744243;649.1357968255757
2024-05-27;Feel;Alimentos;Norte;Loja Física;14;130.19;0.02;d1cae193-7ed6-4f4e-a875-176629530a13;32;M;4;2;0;2;Cross-Sell;Receita por Cliente;1786.2068;1302.0296909663025;484.17710903369766
2024-10-02;Until;Moda;Sudeste;Loja Física;11;108.54;0.08;4202faf9-dceb-4f56-a31c-a36b059ebb2e;23;F;5;3;0;3;Fidelidade;Receita por Cliente;1098.4248;849.0010891751353;249.42371082486463
2024-09-18;Simply;Livros;Sudeste;Online;15;46.7;0.02;feeac13d-5813-42c2-a33e-383454e27ea6;27;F;5;3;0;6;Fidelidade;CAC;686.49;412.8240210564567;273.66597894354334
2024-08-08;Receive;Alimentos;Centro-Oeste;Loja Física;18;187.97;0.3;8fad725d-9d0b-4f5e-996d-362dfec24805;55;M;2;5;1;2;Up-Sell;Receita por Cliente;2368.422;1434.1908467710184;934.2311532289816
2024-06-09;According;Alimentos;Centro-Oeste;Online;4;413.64;0.21;c20166e3-ca68-4a98-b48e-f9a86aeb5a32;56;F;2;3;0;2;Up-Sell;Taxa de Retenção;1307.1024;921.0275601807838;386.0748398192162
2024-01-13;Site;Brinquedos;Nordeste;Online;10;144.96;0.13;1aac3ca1-920c-404e-8063-d5251152797e;29;F;6;2;0;7;Up-Sell;Receita por Cliente;1261.152;874.2344830441596;386.9175169558405
2024-06-05;North;Cosméticos;Sul;Loja Física;19;190.56;0.28;ffbdfd47-dc79-42f0-9338-94b3854ca896;43;F;7;3;1;8;Promoção;Taxa de Retenção;2606.8608;2080.5707842229426;526.2900157770573
2024-09-29;Myself;Livros;Nordeste;Online;3;383.1;0.17;08df6b19-7c3a-4037-a0d5-c16e961139cf;34;F;9;3;0;6;Recuperação de Devolução;Taxa de Retenção;953.919;640.5634900047362;313.3555099952639
2024-08-08;Later;Brinquedos;Centro-Oeste;Online;12;351.01;0.21;393031a6-c82a-4c15-9733-f669852d8585;37;M;2;3;0;0;Fidelidade;Taxa de Retenção;3327.5748;2255.4995423562154;1072.0752576437844
2024-06-11;Town;Brinquedos;Sul;Online;19;212.09;0.15;d61a43f2-8ecb-4971-98c8-ece658ea0417;41;F;1;5;0;8;Recuperação de Devolução;Receita por Cliente;3425.2535;2627.6533332425124;797.6001667574874
2024-10-26;Appear;Alimentos;Sudeste;Online;14;90.52;0.25;2d5c6415-fedc-48f9-b78b-094cb5178761;68;M;1;4;1;0;Recuperação de Devolução;Receita por Cliente;950.46;688.7208383695518;261.7391616304483
2024-09-14;Campaign;Cosméticos;Centro-Oeste;Loja Física;2;447.95;0.29;3aeb5bc0-f63d-407c-a9d2-1bf8b1954990;66;F;1;2;1;8;Cross-Sell;CAC;636.0889999999999;390.6954205281462;245.3935794718537
2024-10-02;If;Cosméticos;Nordeste;Online;7;291.78;0.12;b2c92c12-9bd9-4220-b38f-4acf66270136;27;M;3;2;0;0;Promoção;CAC;1797.3647999999998;1099.145837388289;698.2189626117108
2024-01-19;Quite;Moda;Sul;Online;11;135.82;0.04;28702bb1-5931-49b4-b061-46ffbecba4c8;60;F;9;5;0;9;Up-Sell;Taxa de Retenção;1434.2592;1012.171577222252;422.087622777748
2024-03-05;Explain;Cosméticos;Sudeste;Online;17;126.03;0.12;e5039055-f90b-4724-b883-a8ea44e8a604;59;M;2;1;0;9;Fidelidade;Taxa de Retenção;1885.4088;1280.860896745943;604.5479032540572
2024-06-21;By;Livros;Norte;Loja Física;17;229.71;0.24;8c1a612b-fff9-4f34-b94d-9109593985b5;59;F;1;4;1;4;Cross-Sell;Receita por Cliente;2967.8532;2217.242366025572;750.6108339744278
2024-01-25;Since;Livros;Centro-Oeste;Online;4;207.54;0.0;773a13fb-3750-4d77-b367-2754da2e6e6c;57;M;9;5;0;7;Cross-Sell;Taxa de Retenção;830.16;602.3744206296933;227.78557937030664
2024-04-10;Other;Livros;Nordeste;Online;18;43.75;0.29;20e30a4d-fbce-4cd0-9050-f32cd4062cce;44;M;2;2;0;7;Recuperação de Devolução;CAC;559.125;335.5092785236354;223.61572147636463
2024-09-29;Her;Moda;Nordeste;Online;11;472.14;0.2;c6b4195c-aa19-4f26-8fa4-1d2246ddb0ac;60;F;7;3;0;7;Fidelidade;Taxa de Retenção;4154.832;2506.923966151198;1647.9080338488025
2024-03-02;Drug;Eletrônicos;Sul;Loja Física;10;395.61;0.09;a908923b-1551-4819-801d-ebf6c503ccb5;29;F;1;5;0;0;Recuperação de Devolução;Taxa de Retenção;3600.0510000000004;2764.633595386015;835.4174046139856
2024-06-22;Republican;Cosméticos;Centro-Oeste;Loja Física;13;253.31;0.15;df4a518a-4ef0-4a9b-93fd-2516d1bfbaba;25;M;9;1;0;3;Up-Sell;Receita por Cliente;2799.0755;1771.5825690695297;1027.4929309304705
2024-07-23;Sense;Brinquedos;Nordeste;Online;14;170.18;0.08;52c1b3c7-f33c-4233-8833-b07eb4d56ffc;45;M;9;5;0;2;Recuperação de Devolução;Taxa de Retenção;2191.9184;1564.85241912532;627.06598087468
2024-07-08;Score;Alimentos;Sudeste;Online;7;98.92;0.13;039d60ba-9c99-4735-95a6-52a708fce7af;50;F;1;1;0;4;Cross-Sell;Receita por Cliente;602.4228;474.7690243056867;127.65377569431335
2024-08-06;Office;Cosméticos;Nordeste;Online;7;91.48;0.19;2a9e9a38-1d5a-474c-8da8-40fd4adb0798;48;F;9;5;0;5;Up-Sell;CAC;518.6916;411.4891094000493;107.20249059995068
2024-08-22;Recent;Eletrônicos;Sudeste;Online;8;127.84;0.2;338f8437-faa2-4bad-867a-6bdfb63c1dd8;40;F;4;1;0;5;Recuperação de Devolução;Taxa de Retenção;818.176;629.0550653173823;189.12093468261776
2024-10-20;Father;Brinquedos;Nordeste;Loja Física;9;118.06;0.1;dd7516f5-58aa-4383-8dff-06d28340fed5;47;F;4;5;0;2;Fidelidade;CAC;956.286;743.7845719943798;212.5014280056201
2024-01-01;Do;Livros;Centro-Oeste;Online;14;357.75;0.01;80b2db0c-6a24-45cf-96c2-b4aa72f78920;50;F;1;1;0;4;Cross-Sell;Receita por Cliente;4958.415;3872.580376669109;1085.8346233308912
2024-01-16;Sister;Brinquedos;Sudeste;Online;8;387.12;0.11;1f69cd43-68bf-4f7e-94dc-2301882ab925;20;F;8;1;0;8;Up-Sell;CAC;2756.2944;1695.9787099719072;1060.315690028093
2024-07-11;Theory;Cosméticos;Sudeste;Online;17;188.11;0.11;76847398-fabb-46b6-97f4-3de414934a25;40;F;5;5;0;0;Promoção;Taxa de Retenção;2846.1043000000004;2195.6230758381275;650.4812241618729
2024-05-06;Week;Alimentos;Sul;Loja Física;16;88.1;0.12;4bebcf4f-2c94-451d-92fa-3935ff283550;65;M;3;2;0;0;Recuperação de Devolução;Receita por Cliente;1240.448;847.4076171535626;393.0403828464373
2024-05-01;Education;Alimentos;Centro-Oeste;Online;9;325.92;0.29;ac73189c-6fdc-4e00-a0d9-da583db4cb81;58;F;2;5;0;1;Up-Sell;Taxa de Retenção;2082.6288;1267.3486241133676;815.2801758866324
2024-06-30;Attention;Alimentos;Sul;Loja Física;4;173.09;0.29;05dd1ef0-0806-48c9-8967-49fbb2e02961;65;M;7;2;1;4;Up-Sell;CAC;491.5756;347.36414068938086;144.21145931061915
2024-01-20;National;Moda;Sul;Online;7;466.8;0.04;d87d3afc-a370-4e8a-821a-c45bd5e32aef;42;F;3;1;0;9;Up-Sell;Receita por Cliente;3136.896;1955.3552907350172;1181.5407092649823
2024-06-10;Food;Brinquedos;Nordeste;Online;18;396.44;0.27;f9d0a163-def1-474a-9380-1f2544f06c4e;69;M;4;5;0;1;Up-Sell;Taxa de Retenção;5209.2216;3207.957921916038;2001.263678083962
2024-03-14;Represent;Brinquedos;Centro-Oeste;Online;8;494.0;0.29;fa4b0bc6-5121-431f-9028-361fa94501d7;32;F;5;1;0;3;Promoção;CAC;2805.92;1945.9497517442385;859.9702482557616
2024-08-01;Generation;Brinquedos;Norte;Loja Física;3;444.81;0.08;49954cf1-faaf-400c-a74b-3d208c3fa29f;20;F;8;2;0;8;Up-Sell;CAC;1227.6756;813.8922006896909;413.7833993103092
2024-09-02;East;Cosméticos;Norte;Loja Física;17;12.6;0.22;3fb230b2-b55d-4442-8884-e6660c661a49;21;F;3;5;0;8;Recuperação de Devolução;Receita por Cliente;167.076;129.69500656057969;37.38099343942031
2024-02-02;Hour;Alimentos;Norte;Loja Física;19;39.56;0.05;84403b37-b13b-4d4e-a368-f7d2d9732b86;51;F;1;5;0;3;Fidelidade;Receita por Cliente;714.0580000000001;473.5048332993978;240.55316670060228
2024-10-08;Production;Brinquedos;Sudeste;Loja Física;14;450.11;0.14;0e5bc44c-98de-4bf6-8273-4d1c23d83f22;60;F;2;5;1;5;Recuperação de Devolução;Taxa de Retenção;5419.3244;4143.156203959919;1276.16819604008
2024-02-20;Media;Eletrônicos;Sul;Online;5;68.28;0.18;47e77e2b-6b29-4a13-a37c-3644c9345ce7;54;F;7;4;0;8;Recuperação de Devolução;Taxa de Retenção;279.948;168.24265715922965;111.70534284077031
2024-01-06;Few;Livros;Centro-Oeste;Loja Física;5;301.84;0.05;f367dbe2-40e3-469f-b9b6-6d71951a0518;18;F;9;2;0;2;Fidelidade;Receita por Cliente;1433.7399999999998;1132.4276489297554;301.3123510702444
2024-06-05;Pass;Moda;Nordeste;Loja Física;13;183.86;0.16;88653e42-cefe-43ec-a918-4b9f501049e2;42;F;8;1;0;3;Up-Sell;Receita por Cliente;2007.7512;1226.4665528748103;781.2846471251896
2024-09-20;Congress;Eletrônicos;Sul;Online;18;26.55;0.22;b550f221-72e5-4360-a3ae-b12e7d4fbfff;68;M;8;1;0;8;Promoção;Receita por Cliente;372.76200000000006;243.2557850057084;129.50621499429167
2024-06-11;Certain;Moda;Sul;Online;2;50.61;0.2;2b66b1c0-5fdd-4329-ac74-9cf41f7550bc;56;M;2;5;0;0;Recuperação de Devolução;Taxa de Retenção;80.976;48.98864296800293;31.98735703199707
2024-05-02;Take;Alimentos;Sul;Loja Física;6;385.26;0.19;b4ca0142-3b23-4fd8-8d20-f686854df9b6;30;M;4;3;0;5;Up-Sell;CAC;1872.3636;1482.6704131185018;389.6931868814984
2024-01-02;Administration;Alimentos;Norte;Loja Física;2;422.78;0.04;07d5e121-623a-45ae-ba31-a27cced4dd7c;33;M;3;3;1;8;Promoção;Receita por Cliente;811.7375999999999;495.4335107790978;316.30408922090214
2024-03-23;On;Brinquedos;Nordeste;Online;8;187.98;0.29;1932263c-4eec-45b0-94c3-0b503d0daad0;44;M;8;4;0;0;Fidelidade;Receita por Cliente;1067.7263999999998;715.1637922365201;352.5626077634797
2024-01-06;Mother;Cosméticos;Sul;Online;10;130.92;0.04;20f12d46-e775-427e-aec0-12f0d3100ac5;41;F;3;1;0;0;Fidelidade;Receita por Cliente;1256.832;920.9663459873252;335.8656540126745
2024-10-05;Generation;Cosméticos;Norte;Online;18;251.86;0.18;e4bd7d57-03e3-425b-b00b-1433f5d61476;47;F;9;5;0;0;Fidelidade;CAC;3717.4536000000007;2469.8879164736204;1247.5656835263803
2024-10-20;Hit;Alimentos;Sul;Loja Física;10;84.62;0.04;69f5a741-8686-4f29-9cb7-6bb9c0ff34b4;34;M;8;4;0;5;Fidelidade;CAC;812.352;488.6275737360177;323.72442626398225
2024-01-01;Pay;Eletrônicos;Centro-Oeste;Online;1;312.3;0.16;7ff5101d-3f1c-431b-86ff-76d11fe32b56;36;M;7;5;0;5;Recuperação de Devolução;CAC;262.332;170.02117474794483;92.31082525205514
2024-09-19;Prove;Moda;Nordeste;Loja Física;5;372.36;0.26;6e771359-677a-4eb7-84bf-c434481ce3f9;63;M;4;1;1;9;Recuperação de Devolução;Taxa de Retenção;1377.7320000000002;1023.57018589601;354.1618141039902
2024-07-24;Ago;Moda;Sul;Online;18;354.94;0.19;ed4879e7-efd1-44ee-b287-c4407881307d;51;F;6;3;0;7;Promoção;Taxa de Retenção;5175.0252;3496.53519931823;1678.4900006817702
2024-08-25;Task;Alimentos;Centro-Oeste;Online;17;466.72;0.27;e30d04fd-b58c-4e9f-aa0b-20400ef05b6f;21;M;1;2;0;7;Promoção;CAC;5791.9952;4425.414868219118;1366.5803317808825
2024-02-07;Carry;Eletrônicos;Sudeste;Loja Física;4;304.84;0.2;33d4a096-5b78-41ea-8634-3347daa6b26a;56;F;5;2;0;8;Cross-Sell;CAC;975.488;729.4660188611801;246.0219811388198
2024-03-14;Under;Moda;Norte;Loja Física;11;301.65;0.14;cc869dea-38a7-4c54-a6b1-caba3fccb2c1;25;F;6;5;0;0;Cross-Sell;Receita por Cliente;2853.6089999999995;2046.600712230112;807.0082877698878
2024-02-16;Individual;Alimentos;Sudeste;Loja Física;2;371.12;0.14;2fb01074-2532-4fd3-89f3-5bf84d03cbdd;38;F;7;4;0;7;Recuperação de Devolução;Taxa de Retenção;638.3264;395.05705883828574;243.2693411617143
2024-08-24;Clear;Eletrônicos;Sudeste;Online;5;365.63;0.06;8b4eb003-401a-4e8a-bba0-fd458d3ac4b9;66;M;6;2;0;2;Recuperação de Devolução;Receita por Cliente;1718.461;1368.5821373777376;349.87886262226243
2024-09-09;Cost;Moda;Sul;Online;5;146.79;0.29;dd3b8d93-3b8d-4d5b-ae66-5ecb06f9f4e6;42;M;2;4;1;4;Recuperação de Devolução;Receita por Cliente;521.1044999999999;366.92769375144815;154.17680624855177
2024-03-18;Mrs;Brinquedos;Nordeste;Online;17;400.65;0.09;ecdd001e-6ad8-464d-b8c5-ee78d214f218;20;F;7;1;0;1;Fidelidade;Receita por Cliente;6198.0555;4041.354429540704;2156.701070459296
2024-04-27;Ball;Eletrônicos;Sudeste;Online;17;453.18;0.12;2826ef27-f190-4b53-b489-f5c7e22f6e82;28;M;6;5;0;6;Up-Sell;Taxa de Retenção;6779.572800000001;4884.186803457558;1895.3859965424424
2024-04-18;Central;Moda;Norte;Loja Física;16;391.91;0.01;20fa5cd3-8f5a-4ade-821d-3ead3e4c1362;69;F;1;4;0;7;Up-Sell;CAC;6207.8544;4602.229882593823;1605.624517406177
2024-09-24;Southern;Alimentos;Norte;Online;11;426.2;0.12;ae63ad3a-94d7-4681-9551-1e14e18d99ce;52;M;9;5;0;9;Recuperação de Devolução;Taxa de Retenção;4125.616;2861.118407690789;1264.497592309211
2024-03-11;Design;Eletrônicos;Nordeste;Loja Física;14;425.87;0.04;8625dcb0-3f79-4d31-beb7-78d62b021118;42;M;9;2;1;2;Recuperação de Devolução;CAC;5723.6928;4168.9443551343975;1554.7484448656023
2024-02-08;Station;Eletrônicos;Sul;Loja Física;9;131.33;0.06;cc713ba6-4ca4-4e01-8621-8f7ffcd4fb19;18;F;4;3;0;6;Promoção;Receita por Cliente;1111.0518;690.6387135540525;420.4130864459474
2024-07-03;Whole;Brinquedos;Norte;Loja Física;12;415.26;0.24;b57a5c03-cb85-4da6-9b01-98ffde21c855;24;F;8;1;0;3;Up-Sell;Taxa de Retenção;3787.1712;2934.349896393772;852.821303606228
2024-06-03;Stage;Eletrônicos;Sudeste;Online;7;362.3;0.14;75fc1b10-b8d1-4539-8562-8912bdf2b5a1;31;M;6;2;0;3;Recuperação de Devolução;Receita por Cliente;2181.046;1605.5661649793578;575.479835020642
2024-08-31;Model;Alimentos;Centro-Oeste;Online;10;168.45;0.25;33251c76-d8ef-45c9-a7a2-d2d0ca3c4050;56;M;3;5;0;9;Fidelidade;CAC;1263.375;953.33948021223;310.0355197877699
2024-02-01;Over;Brinquedos;Nordeste;Loja Física;16;340.59;0.1;618a4763-2af5-45a3-a97b-85380ff73f25;43;M;6;4;0;6;Cross-Sell;CAC;4904.496;3054.2602296364025;1850.2357703635976
2024-01-09;Speak;Eletrônicos;Norte;Loja Física;4;339.86;0.11;6282c33d-3665-46a5-a34d-a412816a5ea8;45;M;1;5;0;9;Recuperação de Devolução;Receita por Cliente;1209.9016;851.6019893116959;358.29961068830426
2024-04-16;Safe;Cosméticos;Norte;Online;13;403.15;0.25;1a608f0d-7e41-42ad-86b0-915a8880f9fd;65;M;5;4;1;9;Up-Sell;Receita por Cliente;3930.7125;2902.90569226143;1027.8068077385697
2024-06-24;Different;Moda;Norte;Online;19;10.03;0.02;88662aba-1601-4cc6-9b16-0641207417e7;23;F;7;5;0;1;Fidelidade;Receita por Cliente;186.7586;131.56332275577523;55.19527724422477
2024-02-14;Easy;Alimentos;Sul;Loja Física;18;327.13;0.25;e4d08ebe-d335-414c-a62c-e6a302fbad7c;63;M;3;1;0;5;Promoção;CAC;4416.255;2737.379443653997;1678.8755563460031
2024-04-09;Significant;Livros;Centro-Oeste;Loja Física;11;339.72;0.06;bf33551d-f629-4535-82b3-3be214ed05bd;59;F;7;3;0;4;Cross-Sell;CAC;3512.7048;2150.2384465242862;1362.4663534757135
